u,v,key,edge_id,from,to,length
1449663140,1449663678,0,131754081,1449663678,1449663140,77.78
1449663140,1449664045,0,240325528,1449664045,1449663140,40.788
1449663142,1449663246,0,131754107,1449663142,1449663246,35.472
1449663142,1449664014,0,189242873,1449663142,1449664014,51.071
1449663148,1449663346,0,131754107,1449663346,1449663148,41.568999999999996
1449663148,2482809438,0,131753926,2482809438,1449663148,62.22
1449663159,1449663355,0,131754371,1449663159,1449663355,129.323
1449663159,2479551616,0,240201797,1449663159,2479551616,372.25
1449663159,2476145257,0,131754371,2476145257,1449663159,120.929
1449663160,1449663678,0,131754081,1449663678,1449663160,62.871
1449663160,2482808026,0,240550086,2482808026,1449663160,119.906
1449663166,2482807224,0,240550250,2482807224,1449663166,128.189
1449663166,2482807141,0,240325013,1449663166,2482807141,62.706
1449663166,1449663652,0,240325013,1449663652,1449663166,80.89
1449663166,1449663876,0,885794466,1449663876,1449663166,28.912000000000003
1449663181,1449663184,0,353135447,1449663184,1449663181,175.979
1449663182,1449663554,0,131754094,1449663182,1449663554,64.184
1449663182,2482806725,0,240550289,1449663182,2482806725,11.07
1449663182,8396171523,0,131754094,8396171523,1449663182,61.159
1449663184,5148097801,0,"[189242698, 189242682, 189242693]",5148097801,1449663184,64.544
1449663185,2479552427,0,240201974,2479552427,1449663185,123.702
1449663185,2479552613,0,240201974,2479552613,1449663185,30.554
1449663185,2479552503,0,240201909,2479552503,1449663185,101.077
1449663186,1449663323,0,131753981,1449663323,1449663186,241.39100000000002
1449663187,1449664003,0,240325544,1449663187,1449664003,22.180999999999997
1449663187,2480664418,0,240325557,1449663187,2480664418,26.684
1449663193,2480665339,0,157250701,2480665339,1449663193,62.376
1449663193,1953113841,0,905674915,1449663193,1953113841,100.92
1449663193,1694612293,0,131753976,1449663193,1694612293,109.15299999999999
1449663193,1449663903,0,131753976,1449663903,1449663193,136.287
1449663195,1449663216,0,131754049,1449663216,1449663195,62.766
1449663198,2482807839,0,240550741,2482807839,1449663198,80.912
1449663198,1449663345,0,240550596,1449663345,1449663198,78.611
1449663200,2480665407,0,240325453,2480665407,1449663200,92.007
1449663200,2480665363,0,240325453,2480665363,1449663200,29.05
1449663200,1449663637,0,240325261,1449663637,1449663200,67.997
1449663208,2478284391,0,131753987,1449663208,2478284391,424.69300000000004
1449663208,2476144986,0,131754075,1449663208,2476144986,41.352999999999994
1449663208,2478284570,0,239833963,2478284570,1449663208,509.481
1449663210,2480664550,0,240325014,1449663210,2480664550,61.745
1449663210,2480664495,0,"[240325564, 744793998]",2480664495,1449663210,182.498
1449663221,1998876658,0,131754109,1998876658,1449663221,53.987
1449663221,7887477609,0,889424479,7887477609,1449663221,135.031
1449663222,1449663871,0,240550173,1449663222,1449663871,23.209
1449663222,8237108842,0,131754101,8237108842,1449663222,43.081
1449663225,2479552376,0,240059073,2479552376,1449663225,12.095
1449663225,2479552335,0,240059073,2479552335,1449663225,81.945
1449663225,2479552444,0,240201909,1449663225,2479552444,92.54
1449663225,1449663342,0,240201909,1449663342,1449663225,237.768
1449663234,1449663751,0,131754005,1449663234,1449663751,135.825
1449663234,1694617108,0,240325402,1694617108,1449663234,47.596000000000004
1449663234,2480664461,0,131754005,2480664461,1449663234,232.85
1449663245,1449663349,0,131753935,1449663245,1449663349,7.943
1449663245,2482807780,0,131754055,2482807780,1449663245,73.176
1449663246,1449664019,0,131754107,1449663246,1449664019,16.286
1449663246,2482809270,0,240550824,2482809270,1449663246,95.364
1449663250,2482806735,0,240550733,1449663250,2482806735,114.906
1449663250,2482806758,0,240550142,2482806758,1449663250,11.143
1449663252,1449663652,0,240325013,1449663252,1449663652,122.401
1449663252,2482807330,0,240550750,2482807330,1449663252,52.278999999999996
1449663285,1449663818,0,"[540765042, 189242709, 189242686]",1449663818,1449663285,671.2620000000001
1449663308,1449664113,0,131753997,1449663308,1449664113,104.649
1449663308,1449663652,0,240550305,1449663652,1449663308,24.821
1449663308,1449663876,0,131753997,1449663876,1449663308,113.44
1449663308,2482807285,0,886145367,2482807285,1449663308,110.402
1449663321,2482808051,0,240550460,2482808051,1449663321,54.72
1449663323,2480665131,0,131754003,2480665131,1449663323,10.884
1449663342,2479552237,0,240201323,1449663342,2479552237,28.019
1449663342,2479552158,0,240201907,2479552158,1449663342,95.164
1449663345,2482807985,0,240550496,2482807985,1449663345,30.634999999999998
1449663349,1449663989,0,131753935,1449663349,1449663989,34.421
1449663349,1449664053,0,240325116,1449663349,1449664053,171.577
1449663353,1449663980,0,131754003,1449663980,1449663353,38.255
1449663353,2480665318,0,131754003,2480665318,1449663353,34.047
1449663355,5972544082,0,"[131754371, 632548343]",1449663355,5972544082,972.19
1449663355,2476145283,0,240201843,1449663355,2476145283,60.70100000000001
1449663355,2479551618,0,889107266,2479551618,1449663355,262.412
1449663359,1694612496,0,240325529,1694612496,1449663359,99.604
1449663359,1449663909,0,708839657,1449663909,1449663359,234.4
1449663359,1449663662,0,708839657,1449663662,1449663359,159.81300000000002
1449663365,8250909522,0,189242798,1449663365,8250909522,13.654
1449663365,2482808218,0,240550740,2482808218,1449663365,56.114000000000004
1449663365,2482808258,0,189242798,2482808258,1449663365,51.571
1449663368,8396171527,0,131754094,8396171527,1449663368,158.38400000000001
1449663369,2480665427,0,745159503,2480665427,1449663369,223.448
1449663380,1457844944,0,"[351502408, 708673712]",1449663380,1457844944,94.44
1449663380,1449663747,0,351502408,1449663747,1449663380,14.161
1449663382,2480665295,0,157250706,2480665295,1449663382,93.783
1449663382,1694612511,0,240325261,1694612511,1449663382,74.947
1449663382,1694612442,0,157250706,1694612442,1449663382,74.67099999999999
1449663383,2482807205,0,240550381,1449663383,2482807205,61.854
